timestamp,value_0,value_1,anomaly
2023-01-01 00:00:00,0.6936867209436002,-0.01622534409083383,0
2023-01-01 01:00:00,-1.0205323449596027,-0.04696494617293453,0
2023-01-01 02:00:00,1.0162652936409469,1.6433914380451184,0
2023-01-01 03:00:00,-1.2504981563071862,1.2222099326820501,0
2023-01-01 04:00:00,-1.2814132154379825,-0.20233065859231614,0
2023-01-01 05:00:00,2.2643065099978847,0.5071790626644204,0
2023-01-01 06:00:00,0.507130007957127,0.9974411932643534,0
2023-01-01 07:00:00,1.4555924670656963,-0.14892337529294086,0
2023-01-01 08:00:00,0.6976713084128796,0.18039925589331776,0
2023-01-01 09:00:00,1.8878320087869964,1.038429866264184,0
2023-01-01 10:00:00,0.6360619312373923,0.32291628628594204,0
2023-01-01 11:00:00,-1.7373194919594466,-1.3562364775338844,0
2023-01-01 12:00:00,-1.330772320133081,-1.0082773666030977,0
2023-01-01 13:00:00,-1.436104477637749,-1.2585222244711318,0
2023-01-01 14:00:00,0.5155738532116573,1.2549246610203841,0
2023-01-01 15:00:00,-0.10091868569466012,1.4168332553965144,0
2023-01-01 16:00:00,1.269654858617567,-1.4357392220445993,0
2023-01-01 17:00:00,-1.5975442275082905,-0.15090521215445105,0
2023-01-01 18:00:00,0.5711681633502362,-0.13790496912504616,0
2023-01-01 19:00:00,-0.6524508576943019,0.7101455758782653,0
2023-01-01 20:00:00,-0.46615498412398637,0.23875623040223098,0
2023-01-01 21:00:00,0.3417022867435373,0.6479021383009698,0
2023-01-01 22:00:00,0.7852068570382732,0.31235051259553887,0
2023-01-01 23:00:00,-0.8664325272776349,1.8001719961308786,0
2023-01-02 00:00:00,-2.272883107798055,-1.03328485415436,0
2023-01-02 01:00:00,0.7087647290673477,1.5100941862610733,0
2023-01-02 02:00:00,0.13920413475266996,-0.53203979198247,0
2023-01-02 03:00:00,1.4858387445510342,0.20349387613106631,0
2023-01-02 04:00:00,0.40845555621627866,-2.1904893364241382,0
2023-01-02 05:00:00,0.7492432846616598,0.8865342639981614,0
2023-01-02 06:00:00,0.20145978356255553,-0.8572739148317092,0
2023-01-02 07:00:00,0.0539459902707635,1.5204294632004933,0
2023-01-02 08:00:00,-0.21801930945111422,-2.503342728752626,0
2023-01-02 09:00:00,0.8203594331639111,-0.23940782927458482,0
2023-01-02 10:00:00,-0.5065102115747464,0.1926512174698904,0
2023-01-02 11:00:00,0.4690873811517039,-0.0920667395343585,0
2023-01-02 12:00:00,1.6486129701904895,-0.9430657616651388,0
2023-01-02 13:00:00,-0.8835536761033863,0.7763664804624597,0
2023-01-02 14:00:00,1.8068006107658692,0.10968289839349626,0
2023-01-02 15:00:00,-1.515164493892231,0.12648818388634112,0
2023-01-02 16:00:00,1.5826854930325598,0.7304620746424577,0
2023-01-02 17:00:00,0.41889365324931915,-0.16453335282562612,0
